uid,page,pagepdf,name,region,depto,muni,deptos,ings,instruc,dificultad,raciones_min,raciones_max,tiempo,tiempo_mins,tiempo_dias,line_original
querrevengas,49,49,Querrevengas,Costa Pacífica,Chocó,NA,NA,"2 libras (1 kg) de maíz amarillo · 1 libra (500 gr) de queso, rallado · 6 huevos, batidos · aceite · sal a gusto.","Se muele el maíz para quebrarlo, se pone en agua, se lava bien, se restriega con las manos para sacarle la caspa, se lava de nuevo y se pone a cocinar por 30 minutos. Ya cocido, se pone en una batea y se mezcla con el queso, los huevos y la sal. Se amasa bien hasta que la masa quede uniforme y suave. Se arman masitas como arepas pe- queñas y se ponen a freír en aceite caliente hasta que se doren.",2,10,12,45 minutos,45,NA,"Querrevengas Chocó Grado de dificultad ** | Tiempo de preparación: 45 minutos | Raciones: 10 a 12 2 libras (1 kg) de maíz amarillo · 1 libra (500 gr) de queso, rallado · 6 huevos, batidos · aceite · sal a gusto. Se muele el maíz para quebrarlo, se pone en agua, se lava bien, se restriega con las manos para sacarle la caspa, se lava de nuevo y se pone a cocinar por 30 minutos. Ya cocido, se pone en una batea y se mezcla con el queso, los huevos y la sal. Se amasa bien hasta que la masa quede uniforme y suave. Se arman masitas como arepas pe- queñas y se ponen a freír en aceite caliente hasta que se doren."
queso-de-cabeza,303,389,Queso de cabeza,Boyacá y Cundinamarca,Cundinamarca,Ventaquemada,NA,1 cabeza de cerdo · 5 hojas de laurel · 1 rama de tomillo · pimienta molida · comino y sal a gusto.,"Se limpia la cabeza y se chamusca, se le quita el cuero y se pica la carne con el hueso. Se pone todo a cocinar en poca agua con el laurel, el tomillo y los condimentos. Cuando esté cocido, se saca, se deshuesa y se pica la carne en trozos pequeños, lue- go se pone todo en una paila al fuego y se deja calentar revolviendo. Se tiene listo un talego (o lienzo grueso), se pone todo dentro y se amarra el talego; encima se le pone una tabla con un peso (o una piedra) para prensarlo por unas 12 horas en un lugar fresco. Se desentalega y se sirve cortado en rebanadas frías, como fiambre.",3,10,12,1 hora,60,NA,"Queso de cabeza V e n ta q u e m a d a , C u n d i n a m a r c a Grado de dificultad *** | Tiempo de cocción: 1 hora | Raciones: 10 a 12 1 cabeza de cerdo · 5 hojas de laurel · 1 rama de tomillo · pimienta molida · comino y sal a gusto. Se limpia la cabeza y se chamusca, se le quita el cuero y se pica la carne con el hueso. Se pone todo a cocinar en poca agua con el laurel, el tomillo y los condimentos. Cuando esté cocido, se saca, se deshuesa y se pica la carne en trozos pequeños, lue- go se pone todo en una paila al fuego y se deja calentar revolviendo. Se tiene listo un talego (o lienzo grueso), se pone todo dentro y se amarra el talego; encima se le pone una tabla con un peso (o una piedra) para prensarlo por unas 12 horas en un lugar fresco. Se desentalega y se sirve cortado en rebanadas frías, como fiambre."
queso-de-capa,237,323,Queso de capa,Costa Atlántica,Bolívar,Mompós,NA,2 litros de leche fresca · ½ pastilla de cuajo · sal (de roca prefe­riblemente).,"Se corta la leche con el cuajo, se separa la cuajada y se recoge el suero. Se pone el suero a hervir y se le agrega la cuajada partida en trozos, se deja cocinar 5 minutos, se saca la cua­jada, se amasa y se extiende en una mesa con la mano primero, y luego con un rodillo (lo más delgada posible). Se sala y se corta en franjas o tiras hasta formar bolas o cualquier otra forma que se desee, de aproximadamente ¼ de libra (125 gr) de peso.",3,12,14,1½ hora,90,NA,"Queso de capa M o m p ó s , B o l í va r Grado de dificultad *** | Tiempo de preparación: 1½ hora | Raciones: 12 a 14 2 litros de leche fresca · ½ pastilla de cuajo · sal (de roca prefe­riblemente). Se corta la leche con el cuajo, se separa la cuajada y se recoge el suero. Se pone el suero a hervir y se le agrega la cuajada partida en trozos, se deja cocinar 5 minutos, se saca la cua­jada, se amasa y se extiende en una mesa con la mano primero, y luego con un rodillo (lo más delgada posible). Se sala y se corta en franjas o tiras hasta formar bolas o cualquier otra forma que se desee, de aproximadamente ¼ de libra (125 gr) de peso."
queso-de-mandarina-o-naranja,188,274,Queso de mandarina [o naranja],NA,Valle,NA,NA,"10 naranjas o mandarinas, preferiblemente ácidas · 2 tazas de azú­car · 4 tazas de agua · 4 huevos.","Se prepara a fuego lento un almíbar con el agua y el azúcar. Cuando esté a punto, se baja y se deja reposar. Las claras se baten a punto de nieve, luego se les añaden las yemas una a una, sin dejar de batir. Se vierte el batido en el almíbar, incor­porándolo con movimientos envolventes y, por último, se le agrega el jugo por los lados. Se tapa la olla y se pone a fuego lento, más o menos 1 hora, hasta que el almíbar espese.",2,6,8,1 hora,60,NA,"Queso de mandarina [o naranja] Va l l e Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 6 a 8 10 naranjas o mandarinas, preferiblemente ácidas · 2 tazas de azú­car · 4 tazas de agua · 4 huevos. Se prepara a fuego lento un almíbar con el agua y el azúcar. Cuando esté a punto, se baja y se deja reposar. Las claras se baten a punto de nieve, luego se les añaden las yemas una a una, sin dejar de batir. Se vierte el batido en el almíbar, incor­porándolo con movimientos envolventes y, por último, se le agrega el jugo por los lados. Se tapa la olla y se pone a fuego lento, más o menos 1 hora, hasta que el almíbar espese."
queso-frito,49,49,Queso frito,Costa Pacífica,Chocó,NA,NA,NA,"Queso blanco (costeño) chocoano. El queso blanco es muy apreciado por los chocoanos, cortado en rebanadas y frito en aceite. Suele acompañar las comidas o comerse solo, sim- plemente, como aperitivo.",1,NA,NA,10 minutos,10,NA,"Queso frito Chocó Grado de dificultad * | Tiempo de preparación: 10 minutos Queso blanco (costeño) chocoano. El queso blanco es muy apreciado por los chocoanos, cortado en rebanadas y frito en aceite. Suele acompañar las comidas o comerse solo, sim- plemente, como aperitivo."
quibbe,237,323,Quibbe,Costa Atlántica,Córdoba,Lorica,NA,"1 libra (500 gr) de carne pulpa de res (nalga) molida · ¼ libra (125 gr) de trigo partido, remojado y escurrido · 1 cebolla cabe­zona, picada · ½ cucharada de yerbabuena, picada · sal, pimienta de olor y pimienta picante a gusto. ½ libra (250 gr) de carne de res cruda, molida · 2 cebollas ca­bezonas, cortadas en tiritas · ½ taza de piñones · 2 cucharadas de mantequilla · sal y pimienta a gusto.","Se toman la yerbabuena y las especias y se revuelven con un poco de agua fría, se mezclan con la carne, el trigo y la cebolla cabezona. Se muelen y se amasan muy bien. Relleno Se toman porciones del tamaño de un huevo grande y se for­man bolas un poco ovaladas; en una de las puntas se hace un orificio por donde se introduce un poco del relleno y se cierra. Se fríen en manteca muy caliente hasta que se doren. También se puede extender una capa de la carne con el trigo en un molde, encima se coloca el relleno bien distribuido, se cubre con otra capa de carne con trigo y se corta con un cu­chillo en forma de bizcocho. Se lleva al horno precalentado a 350°, por 30 mi- nutos, rociándole aceite por encima. Nota: pese a ser el quibbe un plato tradicional árabe, ha sido tan bien acogido por el sabanero de Bolívar que hoy lo podemos con­ siderar autóctono. Es el abrebocas más popular en las mesas de fritanga.",3,8,10,1½ hora,90,NA,"Quibbe Lorica, Córdoba Grado de dificultad *** | Tiempo de preparación: 1½ hora | Raciones: 8 a 10 1 libra (500 gr) de carne pulpa de res (nalga) molida · ¼ libra (125 gr) de trigo partido, remojado y escurrido · 1 cebolla cabe­zona, picada · ½ cucharada de yerbabuena, picada · sal, pimienta de olor y pimienta picante a gusto. Se toman la yerbabuena y las especias y se revuelven con un poco de agua fría, se mezclan con la carne, el trigo y la cebolla cabezona. Se muelen y se amasan muy bien. Relleno ½ libra (250 gr) de carne de res cruda, molida · 2 cebollas ca­bezonas, cortadas en tiritas · ½ taza de piñones · 2 cucharadas de mantequilla · sal y pimienta a gusto. Se toman porciones del tamaño de un huevo grande y se for­man bolas un poco ovaladas; en una de las puntas se hace un orificio por donde se introduce un poco del relleno y se cierra. Se fríen en manteca muy caliente hasta que se doren. También se puede extender una capa de la carne con el trigo en un molde, encima se coloca el relleno bien distribuido, se cubre con otra capa de carne con trigo y se corta con un cu­chillo en forma de bizcocho. Se lleva al horno precalentado a 350°, por 30 mi- nutos, rociándole aceite por encima. Nota: pese a ser el quibbe un plato tradicional árabe, ha sido tan bien acogido por el sabanero de Bolívar que hoy lo podemos con­ siderar autóctono. Es el abrebocas más popular en las mesas de fritanga."
quimbolitos,151,151,Quimbolitos,"Valle, Cauca y Nariño",Nariño,NA,NA,"1 libra (500 gr) de maíz capio (harina) · 1 libra (500 gr) de man­tequilla · 8 huevos batidos · 1 libra (500 gr) de azúcar · 1 libra (500 gr) de queso blanco, rallado · 1 copa de aguardiente · 1 taza de pasas · hojas de achiras · cabuya.","Se baten la mantequilla y el azúcar con la mano hasta formar una crema espumosa. Se le agregan la harina y los huevos poco a poco, sin dejar de batir, y luego el aguar- diente, el queso y las pasas enharinadas. Se mezcla todo muy bien y se van for­mando los quimbolitos, tomando pequeñas porciones, en­volviéndolos en hojas de achira y amarrándolos. Se ponen a cocinar al vapor por 1 hora.",2,8,10,1 hora,60,NA,"Quimbolitos Nariño Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 8 a 10 1 libra (500 gr) de maíz capio (harina) · 1 libra (500 gr) de man­tequilla · 8 huevos batidos · 1 libra (500 gr) de azúcar · 1 libra (500 gr) de queso blanco, rallado · 1 copa de aguardiente · 1 taza de pasas · hojas de achiras · cabuya. Se baten la mantequilla y el azúcar con la mano hasta formar una crema espumosa. Se le agregan la harina y los huevos poco a poco, sin dejar de batir, y luego el aguar- diente, el queso y las pasas enharinadas. Se mezcla todo muy bien y se van for­mando los quimbolitos, tomando pequeñas porciones, en­volviéndolos en hojas de achira y amarrándolos. Se ponen a cocinar al vapor por 1 hora."
refrito,50,50,Refrito,Costa Pacífica,Pacífico,NA,NA,"2 tomates maduros, pelados y picados · 4 tallos de cebolla larga picada · 2 cebollas cabezonas, peladas y picadas · 4 ajos, picados finos · 2 ajíes criollos, picados · 1 pimentón verde picado fino (op­cional) · 1 cucharada de chillangua, picada · 1 cucharada de po­leo, picado · 2 cucharadas de aceite achiotado (bija) · sal, pimienta y comino a gusto.","Se muele todo con piedra de mano y se pone a sofreír en el aceite, revolviendo hasta lograr una salsa suave (10 minutos aproximadamente). Se pueden aumentar o disminuir los in­gredientes según el uso que se le vaya a dar o el gusto personal. Se utiliza para condimentar un gran número de apetitosos platos, de igual manera que el hogo, el hogao y otras prepa­raciones muy similares.",1,NA,NA,15 minutos,15,NA,"Refrito Pa c í f i c o Grado de dificultad * | Tiempo de cocción: 15 minutos 2 tomates maduros, pelados y picados · 4 tallos de cebolla larga picada · 2 cebollas cabezonas, peladas y picadas · 4 ajos, picados finos · 2 ajíes criollos, picados · 1 pimentón verde picado fino (op­cional) · 1 cucharada de chillangua, picada · 1 cucharada de po­leo, picado · 2 cucharadas de aceite achiotado (bija) · sal, pimienta y comino a gusto. Se muele todo con piedra de mano y se pone a sofreír en el aceite, revolviendo hasta lograr una salsa suave (10 minutos aproximadamente). Se pueden aumentar o disminuir los in­gredientes según el uso que se le vaya a dar o el gusto personal. Se utiliza para condimentar un gran número de apetitosos platos, de igual manera que el hogo, el hogao y otras prepa­raciones muy similares."
reganonas,204,290,Regañonas,Santanderes,Santander,NA,NA,4 mazorcas tiernas · 2 huevos batidos · sal.,"Se desgranan las mazorcas y se muelen los granos, y se amasa con los huevos y sal. Se van poniendo cucharadas en aceite ca­liente y se fríen hasta dorar.",2,6,8,20 minutos,20,NA,"Regañonas S a n ta n d e r Grado de dificultad ** | Tiempo de preparación: 20 minutos | Raciones: 6 a 8 4 mazorcas tiernas · 2 huevos batidos · sal. Se desgranan las mazorcas y se muelen los granos, y se amasa con los huevos y sal. Se van poniendo cucharadas en aceite ca­liente y se fríen hasta dorar."
regios,180,266,Regios,"Valle, Cauca y Nariño",Cauca,NA,NA,1 libra (500 gr) de lomo de res · 1 libra (500 gr) de lomo de cerdo · 1 taza de hogao [ver p. 253] · 1 taza de caldo básico [ver p. 152]· 2 cucharadas de mantequilla · 2 cucharadas de harina de trigo · 4 huevos batidos · ¼ libra (125 gr) de queso rallado · sal y pimienta a gusto.,"Se cortan los lomos de ambas carnes en rebanadas muy del­gadas y se machacan suavemente con una piedra de moler. Se extiende una rebanada de lomo de cerdo y se cubre con un poco de hogao, se tapa con una rebanada de lomo de res, se enrolla y se amarra bien con hilo. Se pone la taza de caldo y la mantequilla en una olla, en el fondo de esta se pone un plato hondo bocabajo y se colocan los rollitos encima, para co­cinarlos al vapor y fuego lento con la olla tapada, por 30 minutos. Se sacan y se rebozan en el batido de huevos, el queso y la harina, y se ponen a freír hasta que doren.",3,8,10,1 hora,60,NA,"Regios Cauca Bollitos pequeños Grado de dificultad *** | Tiempo de cocción: 1 hora | Raciones: 8 a 10 1 libra (500 gr) de lomo de res · 1 libra (500 gr) de lomo de cerdo · 1 taza de hogao [ver p. 253] · 1 taza de caldo básico [ver p. 152]· 2 cucharadas de mantequilla · 2 cucharadas de harina de trigo · 4 huevos batidos · ¼ libra (125 gr) de queso rallado · sal y pimienta a gusto. Se cortan los lomos de ambas carnes en rebanadas muy del­gadas y se machacan suavemente con una piedra de moler. Se extiende una rebanada de lomo de cerdo y se cubre con un poco de hogao, se tapa con una rebanada de lomo de res, se enrolla y se amarra bien con hilo. Se pone la taza de caldo y la mantequilla en una olla, en el fondo de esta se pone un plato hondo bocabajo y se colocan los rollitos encima, para co­cinarlos al vapor y fuego lento con la olla tapada, por 30 minutos. Se sacan y se rebozan en el batido de huevos, el queso y la harina, y se ponen a freír hasta que doren."
rellena-blanca,271,357,Rellena blanca,Tolima y Huila,Huila,NA,NA,"2 litros de sangre de cerdo, fresca · 1 libra (500 gr) de arveja verde (o seca, remojada y cocida) · 1 libra (500 gr) de tocino de cerdo, sin cuero, picado y frito · 4 dientes de ajo, majados · 3 cucharadas de jugo de limón · sal, pimienta, cominos y manteca achiotada a gusto.","La sangre fresca, coagulada, se corta en cruces con un cu­chillo, se le pone sal y jugo de limón y se deja descansar por 1 hora (debe soltar el claro, que se saca con una cu­ chara). Se revuelve con el resto de los ingredientes y se sofríe en la grasa de tocino. Se rellenan las tripas, se amarran y se pone a cocinar en agua hirviendo, sin tapar la olla, durante 1 hora. Se chuza para asegurarse de que esté bien cocida, mirando que no salga sangre al apretar. Se sacan, y se cuelgan para que sequen. Se pueden comer inmediatamente o se fríen cortadas en por­ciones.",3,10,12,1¼ hora,75,NA,"Rellena blanca Huila Grado de dificultad *** | Tiempo de cocción: 1¼ hora | Raciones: 10 a 12 2 litros de sangre de cerdo, fresca · 1 libra (500 gr) de arveja verde (o seca, remojada y cocida) · 1 libra (500 gr) de tocino de cerdo, sin cuero, picado y frito · 4 dientes de ajo, majados · 3 cucharadas de jugo de limón · sal, pimienta, cominos y manteca achiotada a gusto. La sangre fresca, coagulada, se corta en cruces con un cu­chillo, se le pone sal y jugo de limón y se deja descansar por 1 hora (debe soltar el claro, que se saca con una cu­ chara). Se revuelve con el resto de los ingredientes y se sofríe en la grasa de tocino. Se rellenan las tripas, se amarran y se pone a cocinar en agua hirviendo, sin tapar la olla, durante 1 hora. Se chuza para asegurarse de que esté bien cocida, mirando que no salga sangre al apretar. Se sacan, y se cuelgan para que sequen. Se pueden comer inmediatamente o se fríen cortadas en por­ciones."
